iter	Passed	Remaining
144	854	5036
145	861	5038
146	865	5023
147	872	5024
148	891	5093
149	899	5098
150	911	5122
151	920	5133
152	926	5131
153	932	5122
154	939	5122
155	947	5124
156	953	5121
157	961	5122
158	965	5107
159	970	5094
160	978	5098
161	980	5071
162	985	5058
163	993	5065
164	1002	5071
165	1011	5082
166	1019	5083
167	1026	5085
168	1035	5091
169	1079	5271
170	1115	5407
171	1141	5492
172	1150	5500
173	1163	5523
174	1182	5574
175	1204	5639
176	1220	5673
177	1232	5693
178	1281	5877
179	1392	6344
180	1421	6433
181	1460	6563
182	1484	6628
183	1494	6626
184	1508	6646
185	1521	6657
186	1529	6649
187	1558	6730
188	1562	6705
189	1578	6727
190	1584	6713
191	1592	6703
192	1626	6802
193	1634	6790
194	1644	6790
195	1661	6816
196	1671	6811
197	1686	6831
198	1720	6923
199	1728	6915
200	1736	6902
201	1755	6936
202	1767	6939
203	1778	6937
204	1786	6929
205	1792	6909
206	1794	6875
207	1799	6853
208	1802	6820
209	1810	6811
210	1815	6789
211	1824	6782
212	1831	6767
213	1839	6756
214	1855	6773
215	1862	6759
216	1866	6733
217	1872	6717
218	1878	6699
219	1882	6675
220	1891	6665
221	1895	6643
222	1901	6624
223	1906	6604
224	1912	6588
225	1918	6572
226	1923	6550
227	1927	6527
228	1933	6508
229	1937	6485
230	1940	6461
231	1945	6439
232	1952	6428
233	1957	6409
234	1963	6390
235	1968	6373
236	1973	6355
237	1980	6339
238	1984	6319
239	1989	6301
240	1994	6282
241	2002	6270
242	2010	6262
243	2016	6248
244	2021	6230
245	2027	6215
246	2033	6200
247	2040	6185
248	2044	6167
249	2048	6146
250	2052	6124
251	2057	6108
252	2063	6091
253	2065	6066
254	2069	6046
255	2075	6031
256	2081	6016
257	2084	5995
258	2090	5980
259	2095	5964
260	2098	5942
261	2107	5937
262	2115	5928
263	2122	5916
264	2126	5899
265	2130	5879
266	2136	5866
267	2140	5847
268	2146	5833
269	2151	5817
270	2156	5800
271	2161	5784
272	2165	5766
273	2171	5754
274	2178	5743
275	2186	5736
276	2194	5728
277	2201	5717
278	2204	5697
279	2211	5686
280	2216	5670
281	2220	5652
282	2234	5660
283	2243	5657
284	2255	5657
285	2264	5653
286	2297	5708
287	2334	5771
288	2346	5772
289	2370	5803
290	2394	5833
291	2404	5828
292	2415	5828
293	2430	5836
294	2452	5862
295	2477	5891
296	2487	5887
297	2523	5945
298	2538	5952
299	2544	5938
300	2551	5925
301	2555	5906
302	2560	5889
303	2569	5883
304	2587	5897
305	2596	5888
306	2604	5878
307	2611	5867
308	2620	5860
309	2626	5846
310	2635	5838
311	2641	5825
312	2655	5827
313	2667	5827
314	2673	5813
315	2686	5814
316	2703	5824
317	2710	5812
318	2717	5800
319	2724	5788
320	2736	5788
321	2743	5776
322	2752	5769
323	2764	5767
324	2783	5781
325	2816	5823
326	2838	5841
327	2842	5823
328	2851	5816
329	2861	5809
330	2868	5796
331	2896	5827
332	2920	5849
333	2955	5892
334	2970	5897
335	2980	5889
336	2998	5899
337	3014	5904
338	3033	5914
339	3042	5906
340	3048	5892
341	3081	5929
342	3091	5921
343	3105	5921
344	3127	5937
345	3137	5930
346	3177	5978
347	3204	6003
348	3224	6015
349	3250	6037
350	3259	6026
351	3269	6019
352	3296	6041
353	3303	6028
354	3310	6014
355	3343	6047
356	3353	6039
357	3368	6040
358	3384	6043
359	3391	6028
360	3398	6016
361	3423	6033
362	3433	6025
363	3439	6009
364	3443	5990
365	3450	5977
366	3455	5959
367	3458	5939
368	3464	5924
369	3467	5904
370	3471	5885
371	3475	5867
372	3481	5851
373	3485	5834
374	3489	5816
375	3495	5800
376	3498	5781
377	3502	5763
378	3506	5746
379	3511	5729
380	3515	5710
381	3519	5694
382	3523	5675
383	3528	5660
384	3532	5642
385	3537	5626
386	3541	5609
387	3546	5593
388	3550	5577
389	3553	5558
390	3559	5544
391	3562	5525
392	3567	5510
393	3571	5492
394	3576	5478
395	3581	5463
396	3585	5445
397	3588	5428
398	3593	5412
399	3598	5398
400	3602	5381
401	3607	5366
402	3611	5350
403	3617	5337
404	3622	5321
405	3627	5307
406	3631	5291
407	3636	5276
408	3643	5265
409	3650	5252
410	3828	5486
411	3879	5537
412	3900	5544
413	3913	5539
414	3922	5529
415	3951	5547
416	3976	5559
417	3988	5553
418	4007	5557
419	4124	5696
420	4137	5690
421	4162	5701
422	4210	5742
423	4252	5776
424	4277	5786
425	4295	5787
426	4340	5825
427	4372	5843
428	4378	5827
429	4385	5813
430	4418	5833
431	4426	5819
432	4440	5814
433	4451	5805
434	4461	5794
435	4474	5788
436	4485	5778
437	4495	5768
438	4506	5759
439	4515	5746
440	4528	5739
441	4540	5731
442	4561	5735
443	4571	5724
444	4581	5713
445	4589	5700
446	4600	5691
447	4609	5679
448	4634	5687
449	4689	5731
450	4787	5827
451	4799	5818
452	4868	5878
453	5002	6016
454	5225	6259
455	5277	6296
456	5311	6310
457	5327	6304
458	5345	6301
459	5354	6285
460	5370	6279
461	5388	6274
462	5396	6259
463	5404	6243
464	5413	6228
465	5424	6215
466	5430	6197
467	5436	6179
468	5443	6162
469	5451	6147
470	5464	6137
471	5474	6124
472	5481	6107
473	5490	6092
474	5494	6072
475	5499	6053
476	5523	6056
477	5531	6040
478	5551	6038
479	5556	6020
480	5562	6001
481	5566	5981
482	5572	5964
483	5579	5947
484	5587	5932
485	5592	5914
486	5597	5896
487	5603	5879
488	5610	5862
489	5617	5846
490	5621	5827
491	5627	5810
492	5634	5794
493	5640	5777
494	5657	5771
495	5663	5754
496	5670	5739
497	5679	5725
498	5692	5715
499	5696	5696
500	5703	5680
501	5717	5671
502	5723	5655
503	5730	5639
504	5734	5620
505	5739	5603
506	5743	5584
507	5749	5568
508	5754	5551
509	5762	5536
510	5766	5518
511	5775	5504
512	5781	5488
513	5785	5470
514	5789	5452
515	5795	5435
516	5799	5418
517	5810	5406
518	5814	5388
519	5821	5374
520	5829	5359
521	5834	5342
522	5844	5330
523	5851	5315
524	5857	5299
525	5862	5283
526	5870	5269
527	5877	5254
528	5885	5239
529	5893	5226
530	5898	5209
531	5916	5204
532	5936	5201
533	5948	5191
534	5954	5175
535	5959	5159
536	5965	5143
537	5972	5129
538	5977	5112
539	5982	5096
540	5989	5081
541	5993	5064
542	5999	5049
543	6007	5036
544	6012	5020
545	6020	5006
546	6024	4989
547	6037	4979
548	6049	4969
549	6064	4962
550	6079	4953
551	6085	4938
552	6088	4921
553	6094	4906
554	6111	4899
555	6119	4887
556	6127	4873
557	6142	4865
558	6147	4849
559	6157	4838
560	6163	4822
561	6175	4812
562	6188	4803
563	6196	4790
564	6207	4779
565	6213	4764
566	6222	4752
567	6231	4739
568	6251	4735
569	6264	4725
570	6280	4718
571	6301	4714
572	6330	4717
573	6352	4714
574	6372	4710
575	6403	4714
576	6428	4713
577	6434	4697
578	6442	4684
579	6448	4669
580	6454	4654
581	6471	4647
582	6482	4637
583	6494	4626
584	6501	4612
585	6507	4597
586	6514	4583
587	6522	4570
588	6531	4557
589	6541	4545
590	6559	4539
591	6566	4525
592	6602	4531
593	6622	4526
594	6628	4511
595	6633	4496
596	6663	4498
597	6681	4491
598	6702	4487
599	6714	4476
600	6731	4468
601	6744	4458
602	6754	4447
603	6761	4432
604	6764	4416
605	6775	4405
606	6787	4394
607	6796	4382
608	6809	4371
609	6821	4361
610	6846	4359
611	6854	4345
612	6900	4356
613	6926	4354
614	6942	4345
615	6955	4335
616	6972	4328
617	6988	4319
618	7020	4321
619	7027	4306
620	7032	4292
621	7041	4279
622	7049	4265
623	7055	4251
624	7064	4238
625	7070	4224
626	7081	4212
627	7089	4199
628	7099	4187
629	7115	4178
630	7122	4164
631	7128	4151
632	7133	4135
633	7144	4124
634	7150	4110
635	7158	4096
636	7169	4085
637	7179	4073
638	7187	4060
639	7194	4046
640	7199	4032
641	7206	4018
642	7213	4004
643	7219	3990
644	7226	3977
645	7234	3964
646	7242	3951
647	7245	3936
648	7253	3922
649	7261	3909
650	7276	3901
651	7284	3888
652	7301	3880
653	7308	3866
654	7312	3851
655	7318	3837
656	7324	3824
657	7328	3808
658	7332	3794
659	7342	3782
660	7348	3768
661	7353	3754
662	7361	3741
663	7483	3786
664	7532	3794
665	7572	3797
666	7583	3785
667	7605	3779
668	7612	3766
669	7629	3757
670	7762	3805
671	8127	3967
672	8145	3957
673	8253	3992
674	8326	4008
675	8369	4011
676	8377	3996
677	8387	3983
678	8393	3968
679	8403	3954
680	8409	3939
681	8417	3924
682	8425	3910
683	8432	3895
684	8440	3881
685	8451	3868
686	8465	3856
687	8472	3842
688	8479	3827
689	8486	3812
690	8495	3799
691	8499	3783
692	8504	3767
693	8511	3752
694	8516	3737
695	8521	3722
696	8529	3707
697	8535	3693
698	8542	3678
699	8546	3662
700	8552	3648
701	8561	3634
702	8570	3620
703	8578	3606
704	8583	3591
705	8593	3578
706	8600	3564
707	8609	3550
708	8615	3535
709	8624	3522
710	8629	3507
711	8635	3492
712	8641	3478
713	8645	3462
714	8649	3447
715	8658	3434
716	8664	3419
717	8671	3405
718	8675	3390
719	8679	3375
720	8685	3361
721	8691	3346
722	8699	3332
723	8705	3318
724	8710	3304
725	8714	3289
726	8721	3275
727	8726	3260
728	8736	3247
729	8741	3232
730	8745	3218
731	8752	3204
732	8756	3189
733	8760	3174
734	8767	3161
735	8772	3146
736	8778	3132
737	8787	3119
738	8793	3105
739	8802	3092
740	8809	3079
741	8820	3066
742	8826	3053
743	8834	3039
744	8839	3025
745	8849	3013
746	8859	3000
747	8868	2987
748	8876	2974
749	8886	2962
750	8897	2950
751	8902	2935
752	8907	2921
753	8914	2908
754	8918	2894
755	8923	2880
756	8930	2866
757	8934	2852
758	8939	2838
759	8948	2825
760	8956	2812
761	8964	2799
762	8970	2786
763	8979	2773
764	8984	2760
765	8995	2747
766	9001	2734
767	9013	2722
768	9018	2709
769	9025	2695
770	9032	2682
771	9039	2669
772	9049	2657
773	9059	2645
774	9065	2631
775	9077	2620
776	9082	2606
777	9092	2594
778	9098	2581
779	9107	2568
780	9113	2555
781	9119	2542
782	9127	2529
783	9133	2516
784	9142	2504
785	9155	2492
786	9160	2479
787	9168	2466
788	9176	2453
789	9180	2440
790	9185	2426
791	9190	2413
792	9192	2399
793	9196	2386
794	9203	2373
795	9208	2360
796	9215	2347
797	9222	2334
798	9224	2320
799	9228	2307
800	9235	2294
801	9243	2282
802	9247	2268
803	9254	2256
804	9258	2242
805	9262	2229
806	9269	2216
807	9275	2204
808	9281	2191
809	9289	2178
810	9295	2166
811	9303	2153
812	9309	2141
813	9317	2129
814	9322	2116
815	9328	2103
816	9337	2091
817	9343	2078
818	9351	2066
819	9355	2053
820	9360	2040
821	9368	2028
822	9373	2015
823	9379	2003
824	9387	1991
825	9391	1978
826	9399	1966
827	9409	1954
828	9417	1942
829	9421	1929
830	9426	1917
831	9434	1905
832	9440	1892
833	9444	1879
834	9451	1867
835	9457	1855
836	9460	1842
837	9468	1830
838	9476	1818
839	9483	1806
840	9487	1793
841	9492	1781
842	9500	1769
843	9506	1757
844	9512	1744
845	9518	1732
846	9522	1720
847	9531	1708
848	9539	1696
849	9546	1684
850	9552	1672
851	9558	1660
852	9571	1649
853	9579	1637
854	9584	1625
855	9590	1613
856	9598	1601
857	9606	1589
858	9613	1577
859	9617	1565
860	9627	1554
861	9632	1542
862	9638	1530
863	9645	1518
864	9651	1506
865	9657	1494
866	9662	1482
867	9667	1470
868	9671	1457
869	9677	1446
870	9681	1433
871	9684	1421
872	9692	1410
873	9697	1398
874	9703	1386
875	9708	1374
876	9713	1362
877	9725	1351
878	9738	1340
879	9750	1329
880	9758	1318
881	9768	1306
882	9778	1295
883	9795	1285
884	9804	1274
885	9813	1262
886	9821	1251
887	9828	1239
888	9835	1228
889	9840	1216
890	9848	1204
891	9855	1193
892	9864	1181
893	9869	1170
894	9876	1158
895	9900	1149
896	9914	1138
897	9929	1127
898	9943	1117
899	9962	1106
900	9977	1096
901	10000	1086
902	10007	1075
903	10014	1063
904	10021	1051
905	10027	1040
906	10039	1029
907	10048	1018
908	10057	1006
909	10070	995
910	10084	985
911	10089	973
912	10095	961
913	10099	950
914	10103	938
915	10109	927
916	10115	915
917	10119	903
918	10124	892
919	10132	881
920	10136	869
921	10144	858
922	10149	846
923	10153	835
924	10164	824
925	10169	812
926	10177	801
927	10184	790
928	10192	778
929	10198	767
930	10201	756
931	10208	744
932	10211	733
933	10216	721
934	10221	710
935	10225	699
936	10229	687
937	10232	676
938	10239	665
939	10244	653
940	10248	642
941	10252	631
942	10256	619
943	10259	608
944	10263	597
945	10271	586
946	10275	575
947	10279	563
948	10284	552
949	10289	541
950	10294	530
951	10300	519
952	10305	508
953	10310	497
954	10318	486
955	10323	475
956	10328	464
957	10336	453
958	10341	442
959	10347	431
960	10353	420
961	10357	409
962	10363	398
963	10371	387
964	10376	376
965	10383	365
966	10388	354
967	10393	343
968	10401	332
969	10406	321
970	10411	310
971	10419	300
972	10423	289
973	10431	278
974	10436	267
975	10442	256
976	10448	245
977	10452	235
978	10457	224
979	10466	213
980	10472	202
981	10478	192
982	10484	181
983	10488	170
984	10498	159
985	10507	149
986	10515	138
987	10520	127
988	10526	117
989	10534	106
990	10541	95
991	10549	85
992	10554	74
993	10564	63
994	10570	53
995	10578	42
996	10583	31
997	10588	21
998	10595	10
999	10600	0
