iter	RMSE
577	1.86378295
578	1.862908209
579	1.861582338
580	1.86095082
581	1.860379848
582	1.859406067
583	1.858180371
584	1.857667896
585	1.856795
586	1.856241713
587	1.855176494
588	1.853774079
589	1.853651322
590	1.852935406
591	1.852907025
592	1.851272425
593	1.851241026
594	1.850618572
595	1.850424089
596	1.84993348
597	1.849145741
598	1.849029867
599	1.847670401
600	1.846837295
601	1.846551524
602	1.845275283
603	1.844752338
604	1.844721646
605	1.84424842
606	1.844218608
607	1.843208986
608	1.841162432
609	1.840571603
610	1.839796629
611	1.839436021
612	1.838887568
613	1.838280566
614	1.837239611
615	1.836068544
616	1.834531356
617	1.83315463
618	1.83188295
619	1.830471241
620	1.830442254
621	1.829720026
622	1.829691844
623	1.82919546
624	1.827857085
625	1.827054976
626	1.825525079
627	1.824463881
628	1.824436558
629	1.822921077
630	1.822148792
631	1.821630951
632	1.820820091
633	1.82015481
634	1.819535983
635	1.818635995
636	1.818189691
637	1.817301291
638	1.816716618
639	1.81613229
640	1.814337821
641	1.813213782
642	1.812571857
643	1.811955243
644	1.811241281
645	1.810676656
646	1.810651588
647	1.810191439
648	1.809574118
649	1.808218443
650	1.807373352
651	1.806438855
652	1.80588009
653	1.805162587
654	1.804786323
655	1.804762281
656	1.803652847
657	1.803628929
658	1.802724392
659	1.802192925
660	1.801545254
661	1.800206638
662	1.799447071
663	1.798756225
664	1.797781264
665	1.796950461
666	1.795734573
667	1.794605378
668	1.793864357
669	1.793017658
670	1.792251406
671	1.791391875
672	1.790984027
673	1.790428954
674	1.789759495
675	1.789186295
676	1.787448606
677	1.786415609
678	1.785932164
679	1.785459591
680	1.785170379
681	1.78412182
682	1.784098434
683	1.783047927
684	1.781422017
685	1.780865013
686	1.779612827
687	1.778933751
688	1.7789116
689	1.778594679
690	1.777297981
691	1.776916923
692	1.776330495
693	1.775732415
694	1.775708097
695	1.775258282
696	1.774732409
697	1.773907198
698	1.772660834
699	1.771892935
700	1.771375931
701	1.770549431
702	1.769872157
703	1.768980685
704	1.768841137
705	1.767731404
706	1.767018573
707	1.765928955
708	1.765854662
709	1.764673132
710	1.763678478
711	1.762898669
712	1.762475916
713	1.762003737
714	1.761816258
715	1.761512262
716	1.760337579
717	1.759418601
718	1.758631085
719	1.758005597
720	1.757301643
721	1.757266773
722	1.756255327
723	1.755251201
724	1.754278557
725	1.753747168
726	1.753222636
727	1.752483157
728	1.75155978
729	1.750688583
730	1.74943489
731	1.748508612
732	1.747649728
733	1.747233661
734	1.746495914
735	1.745583899
736	1.745203095
737	1.744771658
738	1.74388805
739	1.743310647
740	1.742459026
741	1.741836021
742	1.740857325
743	1.739743087
744	1.738679123
745	1.737753343
746	1.736870066
747	1.736314238
748	1.735933568
749	1.735085084
750	1.734589213
751	1.733383108
752	1.732854113
753	1.732244912
754	1.731235209
755	1.730770613
756	1.729998266
757	1.729567833
758	1.729211357
759	1.728765072
760	1.728165325
761	1.727556477
762	1.726694964
763	1.725880842
764	1.725191145
765	1.724897866
766	1.723807713
767	1.723422378
768	1.722648027
769	1.722153192
770	1.721187527
771	1.72116862
772	1.720155477
773	1.719295506
774	1.718358433
775	1.717311855
776	1.716533321
777	1.715234223
778	1.714059553
779	1.712828429
780	1.711816443
781	1.711794248
782	1.710909676
783	1.709335705
784	1.708936846
785	1.707895699
786	1.707125953
787	1.706334155
788	1.706320889
789	1.70579585
790	1.704919736
791	1.704297038
792	1.704275347
793	1.703470221
794	1.70247574
795	1.701220669
796	1.700854171
797	1.699798122
798	1.699776641
799	1.699158817
800	1.698879141
801	1.698257617
802	1.698015644
803	1.697239176
804	1.697183811
805	1.696720494
806	1.695974955
807	1.695335011
808	1.69499542
809	1.694316422
810	1.693387109
811	1.69278286
812	1.692431215
813	1.69176324
814	1.690966112
815	1.690322683
816	1.68975312
817	1.689306506
818	1.688868756
819	1.688028091
820	1.68747851
821	1.687410278
822	1.687397167
823	1.687089621
824	1.685674955
825	1.684552846
826	1.683617019
827	1.682897533
828	1.682182537
829	1.681459936
830	1.680382441
831	1.679353825
832	1.678563756
833	1.678049193
834	1.676994431
835	1.676077374
836	1.676068325
837	1.676034334
838	1.675680027
839	1.6745277
840	1.673876123
841	1.672941771
842	1.671928137
843	1.671434177
844	1.670656573
845	1.669703311
846	1.669660589
847	1.668730741
848	1.66806053
849	1.667444358
850	1.666599366
851	1.666132314
852	1.665349375
853	1.66423053
854	1.66421442
855	1.663634049
856	1.663216326
857	1.662806743
858	1.662085929
859	1.661256797
860	1.660251548
861	1.659581528
862	1.659566977
863	1.658782734
864	1.658375649
865	1.657525356
866	1.656725954
867	1.655855917
868	1.654904397
869	1.653810947
870	1.653286989
871	1.652112006
872	1.651320475
873	1.650355604
874	1.64960107
875	1.648829335
876	1.648110492
877	1.647234599
878	1.646844371
879	1.646326968
880	1.645668329
881	1.645654368
882	1.644926748
883	1.64475536
884	1.644262171
885	1.643658572
886	1.642951644
887	1.642941726
888	1.642210139
889	1.641755902
890	1.641465176
891	1.640524669
892	1.639621118
893	1.638338917
894	1.63766528
895	1.636470732
896	1.636430953
897	1.635592507
898	1.63468785
899	1.634323633
900	1.633884036
901	1.633478802
902	1.633465421
903	1.633293403
904	1.633138027
905	1.633101005
906	1.632289696
907	1.631600104
908	1.631116979
909	1.630586324
910	1.630566101
911	1.629964194
912	1.62947861
913	1.629217874
914	1.628412593
915	1.627717088
916	1.627314158
917	1.626580622
918	1.626483747
919	1.625249721
920	1.624694304
921	1.624086482
922	1.623691805
923	1.623670809
924	1.623092099
925	1.622717485
926	1.621614533
927	1.620820677
928	1.62014813
929	1.6193867
930	1.619108174
931	1.618559425
932	1.618031754
933	1.617465256
934	1.616961388
935	1.616010448
936	1.615579595
937	1.615168052
938	1.614572539
939	1.614103035
940	1.613320702
941	1.613283387
942	1.612391752
943	1.611722681
944	1.611346325
945	1.610450315
946	1.609750407
947	1.609727601
948	1.609416067
949	1.608743919
950	1.608500876
951	1.608098917
952	1.60808048
953	1.607549954
954	1.606652339
955	1.605759787
956	1.605028111
957	1.60470863
958	1.604054145
959	1.603002229
960	1.602711319
961	1.602202865
962	1.600927386
963	1.600017253
964	1.599334778
965	1.598697326
966	1.597800072
967	1.596967952
968	1.595965066
969	1.595445835
970	1.594794112
971	1.593861602
972	1.593222655
973	1.591916168
974	1.591277479
975	1.590805698
976	1.590042639
977	1.589389801
978	1.588765617
979	1.588570586
980	1.587862579
981	1.587097388
982	1.587088317
983	1.586892875
984	1.585975338
985	1.585111608
986	1.584835853
987	1.584215199
988	1.583419769
989	1.582778882
990	1.582238925
991	1.581629765
992	1.580841968
993	1.580405737
994	1.579965581
995	1.57917345
996	1.578074
997	1.577540266
998	1.576665205
999	1.575815292
