iter	Passed	Remaining
232	1723	5674
233	1731	5667
234	1742	5670
235	1750	5666
236	1757	5659
237	1766	5657
238	1776	5655
239	1787	5661
240	1803	5681
241	1818	5695
242	1826	5689
243	1836	5689
244	1848	5697
245	1860	5701
246	1873	5710
247	1885	5718
248	1896	5718
249	1909	5727
250	1918	5724
251	1928	5725
252	1939	5725
253	1949	5725
254	1958	5720
255	1968	5719
256	1977	5717
257	1986	5713
258	1995	5708
259	2002	5700
260	2012	5698
261	2021	5693
262	2030	5689
263	2041	5692
264	2052	5691
265	2059	5682
266	2069	5681
267	2088	5705
268	2105	5721
269	2119	5731
270	2140	5758
271	2162	5788
272	2187	5824
273	2244	5946
274	2381	6278
275	2398	6292
276	2413	6300
277	2425	6299
278	2436	6297
279	2445	6287
280	2455	6282
281	2464	6274
282	2475	6272
283	2484	6264
284	2496	6262
285	2506	6257
286	2520	6260
287	2538	6274
288	2556	6290
289	2573	6301
290	2591	6314
291	2609	6327
292	2644	6380
293	2686	6451
294	2728	6521
295	2755	6554
296	2774	6567
297	2803	6603
298	2883	6760
299	2907	6784
300	2925	6793
301	2939	6792
302	2949	6783
303	2958	6773
304	2967	6761
305	2976	6749
306	2984	6737
307	2993	6724
308	3003	6715
309	3010	6700
310	3020	6691
311	3031	6684
312	3040	6673
313	3049	6661
314	3062	6658
315	3072	6650
316	3081	6638
317	3089	6626
318	3102	6622
319	3112	6613
320	3122	6605
321	3132	6595
322	3140	6581
323	3150	6572
324	3159	6561
325	3167	6548
326	3175	6535
327	3190	6535
328	3200	6526
329	3209	6515
330	3218	6504
331	3226	6490
332	3234	6479
333	3243	6467
334	3252	6456
335	3260	6443
336	3268	6430
337	3277	6418
338	3284	6404
339	3291	6390
340	3298	6374
341	3305	6360
342	3313	6346
343	3321	6334
344	3328	6320
345	3338	6310
346	3347	6300
347	3356	6289
348	3364	6276
349	3372	6262
350	3383	6255
351	3392	6245
352	3401	6235
353	3417	6237
354	3429	6231
355	3438	6220
356	3448	6210
357	3458	6202
358	3472	6200
359	3487	6199
360	3501	6198
361	3516	6197
362	3530	6195
363	3546	6197
364	3572	6215
365	3589	6217
366	3599	6208
367	3611	6201
368	3623	6196
369	3633	6186
370	3642	6176
371	3650	6162
372	3658	6149
373	3666	6136
374	3674	6124
375	3682	6111
376	3691	6099
377	3698	6086
378	3706	6072
379	3714	6061
380	3722	6048
381	3734	6041
382	3743	6030
383	3753	6020
384	3761	6009
385	3768	5994
386	3776	5982
387	3783	5967
388	3790	5953
389	3797	5939
390	3804	5925
391	3811	5912
392	3819	5898
393	3826	5885
394	3834	5873
395	3843	5861
396	3851	5850
397	3860	5839
398	3868	5826
399	3887	5830
400	3896	5820
401	3906	5811
402	3921	5809
403	3930	5798
404	3939	5787
405	3946	5773
406	3954	5761
407	3961	5747
408	3970	5737
409	3978	5724
410	3987	5714
411	4007	5718
412	4015	5707
413	4022	5694
414	4031	5682
415	4039	5670
416	4046	5656
417	4053	5643
418	4062	5632
419	4070	5621
420	4080	5611
421	4086	5597
422	4093	5584
423	4101	5572
424	4111	5562
425	4118	5549
426	4127	5538
427	4135	5526
428	4142	5513
429	4151	5503
430	4158	5489
431	4166	5478
432	4174	5466
433	4181	5453
434	4191	5443
435	4201	5435
436	4211	5426
437	4221	5416
438	4228	5403
439	4236	5391
440	4244	5379
441	4253	5369
442	4262	5359
443	4279	5359
444	4286	5346
445	4294	5334
446	4303	5324
447	4311	5312
448	4319	5300
449	4327	5288
450	4335	5277
451	4342	5265
452	4349	5252
453	4356	5239
454	4363	5227
455	4372	5216
456	4379	5204
457	4387	5191
458	4394	5179
459	4401	5166
460	4409	5155
461	4416	5143
462	4422	5129
463	4431	5119
464	4440	5108
465	4448	5097
466	4456	5086
467	4467	5078
468	4478	5070
469	4487	5060
470	4496	5049
471	4504	5038
472	4510	5025
473	4519	5014
474	4527	5003
475	4536	4994
476	4546	4985
477	4554	4974
478	4564	4964
479	4571	4952
480	4581	4943
481	4590	4933
482	4599	4922
483	4607	4912
484	4615	4900
485	4623	4889
486	4631	4878
487	4638	4866
488	4647	4856
489	4654	4843
490	4661	4832
491	4668	4820
492	4676	4809
493	4683	4797
494	4690	4785
495	4698	4774
496	4707	4764
497	4714	4751
498	4720	4738
499	4727	4727
500	4733	4714
501	4740	4703
502	4748	4691
503	4754	4679
504	4762	4668
505	4770	4657
506	4777	4645
507	4784	4634
508	4793	4624
509	4806	4617
510	4818	4611
511	4828	4602
512	4839	4593
513	4849	4585
514	4857	4574
515	4866	4565
516	4875	4554
517	4883	4544
518	4892	4533
519	4900	4523
520	4907	4512
521	4916	4502
522	4928	4494
523	4938	4485
524	4945	4474
525	4959	4468
526	4972	4463
527	4984	4455
528	4994	4447
529	5007	4440
530	5025	4438
531	5063	4454
532	5075	4447
533	5087	4439
534	5095	4428
535	5104	4418
536	5112	4408
537	5122	4398
538	5132	4389
539	5139	4378
540	5146	4366
541	5153	4354
542	5159	4342
543	5167	4331
544	5174	4320
545	5180	4307
546	5189	4297
547	5196	4286
548	5203	4274
549	5210	4262
550	5217	4251
551	5222	4238
552	5229	4226
553	5235	4215
554	5241	4203
555	5248	4190
556	5254	4179
557	5261	4167
558	5268	4156
559	5276	4145
560	5282	4133
561	5289	4122
562	5296	4111
563	5304	4100
564	5311	4089
565	5319	4078
566	5326	4068
567	5334	4057
568	5341	4046
569	5349	4035
570	5356	4024
571	5362	4012
572	5370	4001
573	5377	3990
574	5386	3981
575	5393	3970
576	5402	3960
577	5409	3949
578	5417	3939
579	5424	3928
580	5431	3917
581	5439	3906
582	5446	3895
583	5453	3884
584	5460	3873
585	5468	3863
586	5476	3853
587	5484	3842
588	5491	3831
589	5498	3821
590	5506	3810
591	5513	3799
592	5520	3789
593	5526	3777
594	5533	3766
595	5540	3755
596	5546	3744
597	5553	3733
598	5560	3722
599	5569	3712
600	5576	3701
601	5583	3691
602	5590	3680
603	5596	3669
604	5604	3658
605	5610	3647
606	5616	3636
607	5622	3625
608	5630	3614
609	5638	3604
610	5644	3593
611	5651	3583
612	5658	3572
613	5665	3561
614	5673	3551
615	5680	3541
616	5686	3529
617	5696	3520
618	5702	3510
619	5710	3499
620	5716	3489
621	5723	3478
622	5730	3467
623	5737	3457
624	5826	3495
625	6093	3640
626	6122	3642
627	6152	3644
628	6238	3679
629	6364	3737
630	6388	3735
631	6400	3726
632	6410	3716
633	6422	3707
634	6434	3698
635	6448	3690
636	6476	3690
637	6487	3681
638	6505	3675
639	6516	3665
640	6526	3655
641	6537	3645
642	6549	3636
643	6563	3628
644	6575	3619
645	6588	3610
646	6598	3600
647	6631	3602
648	6645	3594
649	6655	3583
650	6670	3576
651	6684	3567
652	6707	3564
653	6718	3554
654	6731	3545
655	6753	3541
656	6791	3545
657	6806	3537
658	6847	3543
659	6886	3547
660	6925	3551
661	6933	3540
662	6941	3528
663	6949	3516
664	6957	3504
665	6972	3496
666	6983	3486
667	6990	3474
668	6997	3462
669	7004	3450
670	7015	3439
671	7023	3428
672	7032	3416
673	7052	3410
674	7069	3403
675	7085	3396
676	7102	3388
677	7119	3381
678	7129	3370
679	7139	3359
680	7149	3349
681	7165	3341
682	7186	3335
683	7199	3326
684	7212	3316
685	7223	3306
686	7231	3294
687	7240	3283
688	7255	3274
689	7266	3264
690	7277	3254
691	7287	3243
692	7296	3232
693	7305	3221
694	7316	3210
695	7328	3201
696	7351	3195
697	7368	3188
698	7384	3179
699	7405	3173
700	7418	3164
701	7428	3153
702	7442	3144
703	7457	3135
704	7467	3124
705	7478	3114
706	7492	3105
707	7503	3094
708	7516	3085
709	7546	3082
710	7736	3144
711	7758	3138
712	7781	3132
713	7834	3138
714	8342	3325
715	8989	3565
716	9261	3655
717	9301	3653
718	9356	3656
719	9401	3656
720	9455	3658
721	9489	3653
722	9504	3641
723	9522	3630
724	9532	3615
725	9550	3604
726	9565	3592
727	9579	3578
728	9598	3568
729	9617	3557
730	9650	3551
731	9664	3538
732	9703	3534
733	9712	3519
734	9722	3505
735	9732	3490
736	9741	3476
737	9752	3462
738	9764	3448
739	9775	3434
740	9783	3419
741	9793	3405
742	9802	3390
743	9813	3376
744	9823	3362
745	9851	3354
746	9861	3340
747	9872	3325
748	9883	3312
749	9895	3298
750	9906	3284
751	9915	3269
752	9923	3255
753	9934	3241
754	9942	3226
755	9950	3211
756	9960	3197
757	9972	3183
758	9981	3169
759	9992	3155
760	10003	3141
761	10015	3128
762	10024	3113
763	10038	3100
764	10047	3086
765	10058	3072
766	10068	3058
767	10081	3045
768	10107	3036
769	10122	3023
770	10132	3009
771	10143	2995
772	10154	2982
773	10166	2968
774	10177	2954
775	10187	2940
776	10215	2931
777	10224	2917
778	10235	2903
779	10247	2890
780	10262	2877
781	10272	2863
782	10281	2849
783	10291	2835
784	10309	2823
785	10325	2811
786	10334	2797
787	10344	2783
788	10363	2771
789	10375	2758
790	10389	2745
791	10403	2732
792	10412	2718
793	10422	2704
794	10430	2689
795	10438	2675
796	10446	2660
797	10454	2646
798	10466	2632
799	10475	2618
800	10484	2604
801	10496	2591
802	10504	2576
803	10513	2562
804	10521	2548
805	10529	2534
806	10541	2521
807	10551	2507
808	10559	2492
809	10575	2480
810	10592	2468
811	10606	2455
812	10617	2442
813	10630	2429
814	10641	2415
815	10657	2403
816	10691	2394
817	10711	2383
818	10728	2370
819	10748	2359
820	10762	2346
821	10779	2334
822	10798	2322
823	10807	2308
824	10815	2294
825	10823	2280
826	10833	2266
827	10845	2252
828	10866	2241
829	10885	2229
830	10903	2217
831	10913	2203
832	10920	2189
833	10928	2175
834	10939	2161
835	10948	2147
836	10956	2133
837	10968	2120
838	11048	2120
839	11099	2114
840	11113	2101
841	11123	2087
842	11134	2073
843	11148	2060
844	11164	2047
845	11174	2034
846	11183	2020
847	11192	2006
848	11201	1992
849	11209	1978
850	11219	1964
851	11229	1950
852	11254	1939
853	11280	1928
854	11308	1917
855	11333	1906
856	11365	1896
857	11381	1883
858	11400	1871
859	11410	1857
860	11423	1844
861	11435	1830
862	11445	1816
863	11458	1803
864	11469	1789
865	11480	1776
866	11489	1762
867	11500	1748
868	11515	1735
869	11543	1724
870	11611	1719
871	11634	1707
872	11652	1695
873	11690	1685
874	11723	1674
875	11743	1662
876	11811	1656
877	11845	1645
878	11864	1633
879	11890	1621
880	11917	1609
881	11934	1596
882	11955	1584
883	11965	1570
884	11975	1556
885	11984	1542
886	11995	1528
887	12008	1514
888	12021	1501
889	12031	1487
890	12041	1473
891	12051	1459
892	12061	1445
893	12073	1431
894	12085	1417
895	12100	1404
896	12109	1390
897	12122	1376
898	12132	1363
899	12143	1349
900	12156	1335
901	12165	1321
902	12175	1307
903	12185	1294
904	12199	1280
905	12210	1266
906	12224	1253
907	12238	1240
908	12266	1228
909	12284	1214
910	12308	1202
911	12323	1189
912	12373	1179
913	12406	1167
914	12440	1155
915	12454	1142
916	12465	1128
917	12479	1114
918	12498	1101
919	12739	1107
920	13312	1141
921	13523	1144
922	13545	1129
923	13559	1115
924	13575	1100
925	13607	1087
926	13628	1073
927	13660	1059
928	13699	1047
929	13719	1032
930	13752	1019
931	13784	1005
932	13794	990
933	13806	975
934	13817	960
935	13827	945
936	13843	930
937	13853	915
938	13861	900
939	13869	885
940	13876	870
941	13884	854
942	13891	839
943	13898	824
944	13906	809
945	13913	794
946	13920	779
947	13928	764
948	13935	748
949	13943	733
950	13952	718
951	13960	703
952	13967	688
953	13975	673
954	13984	658
955	13990	643
956	13998	628
957	14004	613
958	14009	598
959	14017	584
960	14025	569
961	14033	554
962	14041	539
963	14053	524
964	14061	510
965	14070	495
966	14078	480
967	14093	465
968	14103	451
969	14115	436
970	14124	421
971	14138	407
972	14148	392
973	14168	378
974	14186	363
975	14206	349
976	14250	335
977	14285	321
978	14311	306
979	14326	292
980	14344	277
981	14366	263
982	14385	248
983	14438	234
984	14456	220
985	14470	205
986	14485	190
987	14503	176
988	14567	162
989	14586	147
990	14600	132
991	14610	117
992	14666	103
993	14711	88
994	14750	74
995	14808	59
996	15078	45
997	15156	30
998	15260	15
999	15288	0
