iter	Passed	Remaining
141	308	1861
142	309	1856
143	311	1851
144	313	1847
145	314	1842
146	316	1836
147	318	1831
148	319	1827
149	321	1821
150	323	1818
151	324	1812
152	326	1808
153	328	1803
154	330	1799
155	331	1794
156	333	1790
157	335	1786
158	337	1783
159	338	1779
160	340	1775
161	341	1767
162	343	1763
163	345	1759
164	346	1754
165	348	1750
166	350	1746
167	351	1742
168	353	1738
169	355	1734
170	356	1729
171	358	1725
172	360	1721
173	361	1717
174	363	1713
175	365	1709
176	366	1705
177	368	1701
178	370	1697
179	371	1694
180	373	1690
181	375	1686
182	376	1682
183	378	1678
184	380	1674
185	381	1670
186	383	1667
187	385	1663
188	386	1657
189	388	1654
190	389	1650
191	391	1646
192	392	1643
193	394	1639
194	396	1635
195	397	1632
196	399	1629
197	401	1625
198	403	1622
199	404	1616
200	405	1610
201	406	1606
202	408	1603
203	410	1600
204	411	1596
205	413	1593
206	414	1587
207	416	1584
208	416	1577
209	418	1574
210	420	1571
211	421	1568
212	423	1565
213	425	1561
214	426	1558
215	428	1555
216	430	1552
217	431	1548
218	433	1546
219	435	1543
220	436	1540
221	438	1537
222	440	1534
223	442	1532
224	444	1529
225	445	1526
226	447	1523
227	449	1520
228	450	1517
229	452	1514
230	454	1511
231	455	1508
232	457	1505
233	459	1503
234	460	1500
235	462	1497
236	464	1494
237	465	1491
238	467	1489
239	469	1486
240	471	1483
241	472	1480
242	474	1477
243	476	1475
244	477	1472
245	479	1469
246	481	1466
247	482	1463
248	484	1460
249	485	1456
250	487	1453
251	488	1451
252	490	1448
253	491	1444
254	493	1441
255	495	1438
256	496	1435
257	498	1433
258	500	1430
259	501	1428
260	503	1426
261	505	1423
262	507	1421
263	508	1418
264	510	1415
265	512	1412
266	513	1410
267	515	1407
268	516	1404
269	518	1401
270	520	1399
271	521	1396
272	523	1393
273	525	1391
274	526	1388
275	528	1386
276	530	1383
277	531	1380
278	532	1376
279	534	1374
280	536	1372
281	538	1369
282	539	1367
283	542	1366
284	543	1363
285	545	1361
286	547	1359
287	548	1356
288	550	1354
289	552	1352
290	554	1350
291	555	1347
292	557	1345
293	559	1343
294	561	1340
295	562	1338
296	564	1335
297	565	1333
298	567	1330
299	569	1328
300	571	1326
301	572	1323
302	574	1321
303	576	1318
304	577	1316
305	579	1314
306	581	1312
307	583	1310
308	584	1307
309	586	1305
310	588	1303
311	589	1300
312	591	1298
313	593	1296
314	595	1294
315	596	1291
316	599	1291
317	600	1288
318	602	1286
319	604	1284
320	606	1282
321	608	1280
322	609	1278
323	611	1276
324	613	1274
325	615	1272
326	617	1270
327	619	1268
328	620	1266
329	622	1264
330	624	1262
331	626	1260
332	628	1258
333	630	1256
334	631	1254
335	633	1252
336	635	1250
337	637	1248
338	639	1246
339	641	1244
340	643	1244
341	646	1243
342	648	1241
343	650	1239
344	652	1238
345	654	1236
346	656	1234
347	658	1233
348	660	1231
349	662	1231
350	665	1229
351	667	1228
352	669	1226
353	671	1225
354	673	1223
355	675	1221
356	677	1220
357	679	1218
358	681	1217
359	683	1215
360	685	1213
361	687	1211
362	689	1210
363	691	1208
364	693	1206
365	695	1205
366	697	1203
367	699	1201
368	702	1200
369	704	1199
370	706	1197
371	708	1195
372	710	1194
373	712	1192
374	714	1191
375	716	1189
376	718	1187
377	720	1186
378	723	1184
379	725	1183
380	727	1181
381	729	1180
382	731	1178
383	733	1177
384	735	1175
385	737	1173
386	739	1172
387	742	1170
388	744	1169
389	746	1167
390	748	1165
391	750	1164
392	752	1162
393	754	1161
394	756	1159
395	758	1157
396	760	1155
397	763	1154
398	765	1152
399	767	1150
400	769	1149
401	771	1147
402	773	1146
403	775	1144
404	778	1143
405	780	1142
406	783	1140
407	785	1140
408	788	1139
409	790	1137
410	792	1135
411	794	1134
412	797	1132
413	799	1130
414	801	1129
415	803	1127
416	805	1126
417	807	1124
418	809	1122
419	811	1121
420	813	1119
421	816	1117
422	818	1116
423	820	1114
424	822	1113
425	824	1111
426	827	1109
427	829	1108
428	831	1106
429	833	1104
430	835	1103
431	836	1100
432	838	1098
433	841	1096
434	843	1095
435	845	1093
436	847	1092
437	849	1090
438	851	1088
439	854	1087
440	856	1085
441	858	1083
442	860	1082
443	862	1080
444	865	1078
445	867	1077
446	869	1075
447	871	1073
448	873	1072
449	875	1070
450	877	1068
451	879	1066
452	882	1065
453	884	1063
454	886	1061
455	888	1060
456	890	1058
457	892	1056
458	894	1054
459	897	1053
460	899	1051
461	901	1049
462	903	1047
463	905	1046
464	907	1044
465	909	1042
466	911	1040
467	913	1038
468	915	1036
469	917	1034
470	919	1032
471	921	1031
472	923	1029
473	925	1027
474	927	1025
475	929	1023
476	932	1021
477	934	1020
478	936	1018
479	938	1016
480	940	1014
481	942	1012
482	944	1011
483	946	1009
484	948	1007
485	950	1005
486	952	1003
487	954	1001
488	957	1000
489	959	998
490	961	997
491	964	995
492	966	994
493	969	992
494	971	991
495	974	990
496	988	1000
497	991	999
498	995	999
499	1000	1000
500	1002	998
501	1004	996
502	1006	994
503	1008	992
504	1011	991
505	1013	989
506	1015	987
507	1017	985
508	1019	983
509	1021	981
510	1023	979
511	1025	977
512	1027	975
513	1029	972
514	1030	970
515	1032	968
516	1034	966
517	1036	964
518	1037	961
519	1039	959
520	1041	957
521	1043	955
522	1045	953
523	1046	951
524	1048	948
525	1050	946
526	1052	944
527	1054	942
528	1056	940
529	1058	938
530	1060	936
531	1062	934
532	1064	932
533	1066	930
534	1068	928
535	1069	926
536	1071	924
537	1074	922
538	1075	920
539	1077	918
540	1079	916
541	1081	913
542	1084	912
543	1086	910
544	1088	908
545	1090	906
546	1092	904
547	1093	902
548	1095	900
549	1097	898
550	1099	896
551	1101	894
552	1103	891
553	1105	889
554	1106	887
555	1108	885
556	1110	883
557	1112	881
558	1114	879
559	1116	877
560	1118	875
561	1121	873
562	1123	871
563	1125	869
564	1127	868
565	1130	866
566	1132	864
567	1134	862
568	1137	861
569	1139	859
570	1141	857
571	1143	855
572	1146	854
573	1148	852
574	1150	850
575	1152	848
576	1154	846
577	1156	844
578	1158	842
579	1161	841
580	1163	839
581	1165	837
582	1168	835
583	1170	833
584	1172	831
585	1174	829
586	1177	828
587	1179	826
588	1182	824
589	1185	823
590	1187	821
591	1190	820
592	1195	820
593	1199	819
594	1203	819
595	1206	818
596	1232	831
597	1237	831
598	1253	839
599	1258	838
600	1263	838
601	1266	837
602	1269	836
603	1276	836
604	1289	841
605	1292	840
606	1296	839
607	1299	837
608	1303	837
609	1307	835
610	1311	834
611	1314	833
612	1317	831
613	1319	829
614	1322	827
615	1324	825
616	1327	823
617	1329	821
618	1332	820
619	1334	818
620	1336	815
621	1339	813
622	1341	811
623	1343	809
624	1346	807
625	1348	805
626	1350	803
627	1352	801
628	1354	799
629	1357	796
630	1359	794
631	1361	792
632	1363	790
633	1365	788
634	1367	785
635	1369	783
636	1371	781
637	1374	779
638	1376	777
639	1379	775
640	1381	773
641	1383	771
642	1385	769
643	1387	767
644	1390	765
645	1392	763
646	1394	760
647	1396	758
648	1398	756
649	1400	754
650	1402	751
651	1404	749
652	1406	747
653	1409	745
654	1411	743
655	1413	741
656	1415	738
657	1417	736
658	1419	734
659	1421	732
660	1423	730
661	1425	727
662	1428	725
663	1430	723
664	1432	721
665	1434	719
666	1436	717
667	1438	715
668	1441	713
669	1443	710
670	1445	708
671	1447	706
672	1449	704
673	1451	702
674	1454	700
675	1456	698
676	1458	695
677	1460	693
678	1462	691
679	1465	689
680	1467	687
681	1469	685
682	1471	682
683	1473	680
684	1475	678
685	1477	676
686	1479	674
687	1482	672
688	1484	669
689	1486	667
690	1488	665
691	1490	663
692	1492	661
693	1494	659
694	1496	656
695	1498	654
696	1500	652
697	1502	650
698	1505	648
699	1507	645
700	1509	643
701	1511	641
702	1513	639
703	1515	637
704	1517	635
705	1519	632
706	1521	630
707	1523	628
708	1525	626
709	1528	624
710	1530	621
711	1532	619
712	1534	617
713	1536	615
714	1538	613
715	1540	611
716	1542	608
717	1544	606
718	1547	604
719	1549	602
720	1551	600
721	1553	598
722	1555	595
723	1557	593
724	1559	591
725	1561	589
726	1563	587
727	1565	585
728	1567	582
729	1570	580
730	1572	578
731	1574	576
732	1576	574
733	1578	572
734	1580	569
735	1582	567
736	1584	565
737	1586	563
738	1589	561
739	1591	559
740	1593	556
741	1595	554
742	1597	552
743	1599	550
744	1601	548
745	1603	546
746	1606	543
747	1608	541
748	1610	539
749	1612	537
750	1614	535
751	1616	533
752	1618	530
753	1620	528
754	1622	526
755	1624	524
756	1626	522
757	1628	519
758	1630	517
759	1632	515
760	1634	513
761	1636	511
762	1638	508
763	1640	506
764	1642	504
765	1643	502
766	1645	499
767	1647	497
768	1649	495
769	1651	493
770	1653	491
771	1655	488
772	1657	486
773	1658	484
774	1660	482
775	1662	479
776	1664	477
777	1666	475
778	1668	473
779	1670	471
780	1672	468
781	1674	466
782	1675	464
783	1677	462
784	1679	460
785	1681	457
786	1683	455
787	1686	453
788	1687	451
789	1689	449
790	1691	446
791	1693	444
792	1694	442
793	1696	440
794	1698	437
795	1700	435
796	1702	433
797	1704	431
798	1704	428
799	1706	426
800	1708	424
801	1710	422
802	1712	420
803	1714	417
804	1716	415
805	1718	413
806	1720	411
807	1722	409
808	1724	407
809	1726	404
810	1728	402
811	1730	400
812	1732	398
813	1734	396
814	1736	394
815	1738	392
816	1740	389
817	1742	387
818	1744	385
819	1746	383
820	1747	381
821	1749	378
822	1752	376
823	1754	374
824	1756	372
825	1758	370
826	1760	368
827	1762	366
828	1764	363
829	1765	361
830	1767	359
831	1769	357
832	1771	355
833	1773	352
834	1775	350
835	1777	348
836	1778	346
837	1780	344
838	1782	342
839	1784	339
840	1786	337
841	1787	335
842	1789	333
843	1791	331
844	1793	328
845	1794	326
846	1796	324
847	1797	322
848	1799	320
849	1801	317
850	1803	315
851	1805	313
852	1807	311
853	1809	309
854	1811	307
855	1813	305
856	1815	302
857	1817	300
858	1819	298
859	1820	296
860	1822	294
861	1824	292
862	1826	289
863	1828	287
864	1830	285
865	1832	283
866	1834	281
867	1835	279
868	1837	277
869	1839	274
870	1841	272
871	1843	270
872	1845	268
873	1847	266
874	1849	264
875	1851	262
876	1853	259
877	1855	257
878	1857	255
879	1859	253
880	1861	251
881	1862	249
882	1864	247
883	1866	244
884	1868	242
885	1870	240
886	1872	238
887	1874	236
888	1875	234
889	1877	232
890	1879	229
891	1881	227
892	1883	225
893	1885	223
894	1886	221
895	1888	219
896	1890	217
897	1892	214
898	1894	212
899	1896	210
900	1898	208
901	1899	206
902	1901	204
903	1903	202
904	1905	200
905	1907	197
906	1909	195
907	1910	193
908	1912	191
909	1914	189
910	1916	187
911	1918	185
912	1920	182
913	1922	180
914	1924	178
915	1926	176
916	1928	174
917	1930	172
918	1932	170
919	1934	168
920	1936	166
921	1938	164
922	1940	161
923	1943	159
924	1945	157
925	1947	155
926	1949	153
927	1951	151
928	1953	149
929	1955	147
930	1957	145
931	1959	142
932	1961	140
933	1963	138
934	1966	136
935	1968	134
936	1970	132
937	1972	130
938	1974	128
939	1976	126
940	1978	124
941	1980	121
942	1982	119
943	1984	117
944	1986	115
945	1988	113
946	1990	111
947	1992	109
948	1995	107
949	1997	105
950	1999	103
951	2001	100
952	2003	98
953	2005	96
954	2007	94
955	2009	92
956	2011	90
957	2013	88
958	2015	86
959	2017	84
960	2019	81
961	2021	79
962	2023	77
963	2025	75
964	2027	73
965	2030	71
966	2032	69
967	2034	67
968	2036	65
969	2038	63
970	2040	60
971	2043	58
972	2045	56
973	2047	54
974	2049	52
975	2051	50
976	2054	48
977	2056	46
978	2058	44
979	2060	42
980	2062	39
981	2064	37
982	2066	35
983	2068	33
984	2070	31
985	2072	29
986	2074	27
987	2076	25
988	2078	23
989	2080	21
990	2082	18
991	2085	16
992	2087	14
993	2089	12
994	2091	10
995	2093	8
996	2097	6
997	2099	4
998	2101	2
999	2104	0
